time,value
2026-06-17T13:30:26.731736835Z,89
2026-06-17T13:30:28.734053339Z,88
2026-06-17T13:30:30.73340839Z,87
2026-06-17T13:30:32.732378174Z,86
2026-06-17T13:30:34.740548876Z,88
2026-06-17T13:30:36.921115851Z,89
2026-06-17T13:30:38.737210655Z,90
2026-06-17T13:30:40.7389972Z,89
2026-06-17T13:30:42.734729332Z,88
2026-06-17T13:30:46.790150073Z,87
2026-06-17T13:30:48.824274418Z,85
2026-06-17T13:30:50.837299906Z,89
2026-06-17T13:30:52.789208825Z,88
2026-06-17T13:31:02.733002499Z,87
2026-06-17T13:31:04.733610054Z,88
2026-06-17T13:31:06.735217388Z,86
2026-06-17T13:31:08.734208688Z,89
2026-06-17T13:31:10.731495522Z,90
2026-06-17T13:31:12.732741247Z,88
2026-06-17T13:31:16.731695944Z,87
2026-06-17T13:31:18.735992576Z,89
2026-06-17T13:31:20.745751415Z,88
2026-06-17T13:31:22.739396143Z,87
2026-06-17T13:31:24.736698985Z,86
2026-06-17T13:31:26.736414236Z,88
2026-06-17T13:31:28.735944758Z,86
2026-06-17T13:31:30.742057242Z,88
2026-06-17T13:31:36.925537463Z,89
2026-06-17T13:31:39.231735197Z,86
2026-06-17T13:31:43.135113894Z,88
2026-06-17T13:31:47.038243522Z,87
2026-06-17T13:31:48.839351046Z,86
2026-06-17T13:31:50.915050257Z,87
2026-06-17T13:31:52.889306593Z,88
2026-06-17T13:31:54.821195934Z,87
2026-06-17T13:31:56.942486099Z,88
2026-06-17T13:32:00.877546771Z,91
2026-06-17T13:32:02.824727225Z,85
2026-06-17T13:32:06.387688373Z,88
2026-06-17T13:32:06.732529549Z,87
2026-06-17T13:32:08.735305784Z,86
2026-06-17T13:32:10.732492075Z,87
2026-06-17T13:32:14.73194621Z,88
2026-06-17T13:32:16.732689011Z,87
2026-06-17T13:32:18.73920613Z,85
2026-06-17T13:32:20.735687573Z,86
2026-06-17T13:32:22.732187768Z,85
2026-06-17T13:32:24.737447867Z,89
2026-06-17T13:32:26.731795114Z,87
2026-06-17T13:32:30.733171118Z,88
2026-06-17T13:32:34.731958808Z,89
2026-06-17T13:32:38.734456716Z,86
2026-06-17T13:32:44.735433982Z,88
2026-06-17T13:32:46.736231057Z,87
2026-06-17T13:32:50.828068171Z,89
2026-06-17T13:32:54.922188977Z,87
2026-06-17T13:32:56.983294318Z,88
2026-06-17T13:32:58.81350121Z,89
2026-06-17T13:33:00.916008101Z,87
2026-06-17T13:33:04.91933397Z,88
2026-06-17T13:33:06.933185587Z,87
2026-06-17T13:33:08.828796794Z,89
2026-06-17T13:33:12.736637623Z,88
2026-06-17T13:33:14.922848658Z,87
2026-06-17T13:33:16.813991384Z,88
2026-06-17T13:33:20.813514451Z,86
2026-06-17T13:33:24.822957267Z,89
2026-06-17T13:33:26.8402097Z,87
2026-06-17T13:33:28.813838565Z,88
2026-06-17T13:33:30.736212024Z,85
2026-06-17T13:33:32.825541106Z,89
2026-06-17T13:33:40.935826503Z,90
2026-06-17T13:33:44.922975864Z,89
2026-06-17T13:33:46.920389684Z,87
2026-06-17T13:33:50.817475948Z,88
2026-06-17T13:33:52.737342946Z,89
2026-06-17T13:33:54.746656006Z,88
2026-06-17T13:33:58.738905806Z,86
2026-06-17T13:34:00.739926463Z,87
2026-06-17T13:34:02.738775649Z,88
2026-06-17T13:34:04.731996665Z,87
2026-06-17T13:34:08.732615719Z,88
2026-06-17T13:34:10.733435965Z,89
2026-06-17T13:34:12.921023306Z,87
2026-06-17T13:34:16.736316174Z,91
2026-06-17T13:34:18.73590941Z,88
2026-06-17T13:34:23.127014918Z,86
2026-06-17T13:34:24.795561066Z,88
2026-06-17T13:34:27.218327456Z,87
2026-06-17T13:34:30.491018318Z,88
2026-06-17T13:34:35.129315024Z,90
2026-06-17T13:34:37.081235007Z,88
2026-06-17T13:34:41.077536593Z,86
2026-06-17T13:34:42.790155265Z,87
2026-06-17T13:34:45.025879523Z,89
2026-06-17T13:34:47.084061545Z,88
2026-06-17T13:34:48.832750185Z,0
2026-06-17T18:57:22.484675565Z,0
2026-06-17T18:57:50.654448929Z,32
2026-06-17T18:57:52.65121198Z,5
2026-06-17T18:57:54.703364703Z,16
2026-06-17T18:57:56.80090862Z,37
2026-06-17T18:57:58.71785868Z,38
2026-06-17T18:58:00.794713241Z,40
2026-06-17T18:58:02.816671547Z,42
2026-06-17T18:58:04.724515683Z,40
2026-06-17T18:58:06.831612491Z,42
2026-06-17T18:58:08.805005862Z,39
2026-06-17T18:58:10.715804763Z,38
2026-06-17T18:58:14.707308785Z,37
2026-06-17T18:58:18.720609315Z,36
2026-06-17T18:58:22.709118902Z,35
2026-06-17T18:58:24.711987576Z,32
2026-06-17T18:58:28.709194704Z,33
2026-06-17T18:58:30.704887771Z,30
2026-06-17T18:58:38.828707293Z,32
2026-06-17T18:58:40.73133673Z,29
2026-06-17T18:58:42.716644619Z,30
2026-06-17T18:58:44.712298666Z,28
2026-06-17T18:58:46.729452423Z,27
2026-06-17T18:58:48.717864549Z,25
2026-06-17T18:58:50.718588949Z,24
2026-06-17T18:58:56.653934855Z,25
2026-06-17T18:58:58.652045152Z,26
2026-06-17T18:59:00.656885669Z,23
2026-06-17T18:59:02.652806186Z,22
2026-06-17T18:59:04.652115671Z,21
2026-06-17T18:59:08.239223773Z,22
2026-06-17T18:59:10.650096792Z,25
2026-06-17T18:59:12.652497443Z,23
2026-06-17T18:59:14.656537245Z,22
2026-06-17T18:59:16.651174846Z,23
2026-06-17T18:59:18.716980183Z,22
2026-06-17T18:59:20.653370442Z,21
2026-06-17T18:59:22.654942547Z,22
2026-06-17T18:59:24.652195331Z,18
2026-06-17T18:59:26.707535603Z,21
2026-06-17T18:59:28.705504462Z,24
2026-06-17T18:59:30.708909883Z,22
2026-06-17T18:59:32.711462214Z,21
2026-06-17T18:59:34.654089923Z,17
2026-06-17T18:59:36.657456936Z,20
2026-06-17T18:59:38.651215513Z,21
2026-06-17T18:59:40.654558808Z,20
2026-06-17T18:59:42.654565013Z,22
2026-06-17T18:59:44.652216629Z,17
2026-06-17T18:59:46.653075022Z,22
2026-06-17T18:59:48.652851301Z,20
2026-06-17T18:59:50.652697192Z,21
2026-06-17T18:59:52.652338933Z,23
2026-06-17T18:59:54.650310349Z,22
2026-06-17T18:59:56.652212727Z,21
2026-06-17T18:59:58.708353934Z,22
2026-06-17T19:00:02.652537469Z,23
2026-06-17T19:00:06.653548742Z,24
2026-06-17T19:00:10.656911573Z,23
2026-06-17T19:00:12.657015096Z,31
2026-06-17T19:00:14.651926059Z,25
2026-06-17T19:00:16.651981064Z,24
2026-06-17T19:00:18.653102091Z,27
2026-06-17T19:00:20.651597731Z,26
2026-06-17T19:00:22.654180848Z,28
2026-06-17T19:00:24.652248158Z,27
2026-06-17T19:00:26.651602977Z,28
2026-06-17T19:00:28.650791329Z,26
2026-06-17T19:00:30.651845638Z,28
2026-06-17T19:00:32.649715269Z,26
2026-06-17T19:00:34.652800243Z,28
2026-06-17T19:00:38.23605913Z,27
2026-06-17T19:00:38.654504281Z,26
2026-06-17T19:00:40.657942954Z,28
2026-06-17T19:00:42.656547503Z,27
2026-06-17T19:00:44.653049187Z,30
2026-06-17T19:00:46.656282222Z,28
2026-06-17T19:00:48.652386938Z,29
2026-06-17T19:00:50.651282607Z,28
2026-06-17T19:00:52.65704782Z,25
2026-06-17T19:00:54.651416877Z,29
2026-06-17T19:00:56.65135392Z,26
2026-06-17T19:00:58.725558923Z,27
2026-06-17T19:01:00.818986523Z,26
2026-06-17T19:01:02.781331059Z,29
2026-06-17T19:01:04.727812679Z,27
2026-06-17T19:01:08.718919551Z,29
2026-06-17T19:01:10.719273804Z,24
2026-06-17T19:01:12.882789636Z,27
2026-06-17T19:01:14.653149537Z,25
2026-06-17T19:01:16.656493336Z,26
2026-06-17T19:01:20.655574949Z,28
2026-06-17T19:01:22.65625003Z,26
2026-06-17T19:01:24.824065516Z,28
2026-06-17T19:01:26.653418787Z,27
2026-06-17T19:01:32.65167394Z,26
2026-06-17T19:01:34.653148593Z,27
2026-06-17T19:01:36.884527612Z,28
2026-06-17T19:01:40.923366987Z,29
2026-06-17T19:01:43.013178437Z,28
2026-06-17T19:01:44.829802202Z,27
2026-06-17T19:01:46.913410305Z,28
2026-06-17T19:01:50.919256925Z,35
2026-06-17T19:01:52.656653761Z,29
2026-06-17T19:01:54.830732604Z,33
2026-06-17T19:01:56.816247301Z,29
2026-06-17T19:02:00.717746522Z,28
2026-06-17T19:02:02.733964372Z,27
2026-06-17T19:02:07.018087503Z,30
2026-06-17T19:02:08.82013118Z,26
2026-06-17T19:02:12.988765391Z,27
2026-06-17T19:02:20.942269695Z,30
2026-06-17T19:02:22.981441496Z,29
2026-06-17T19:02:24.718421577Z,27
2026-06-17T19:02:26.921720992Z,29
2026-06-17T19:02:30.882177436Z,28
2026-06-17T19:02:32.889749024Z,30
2026-06-17T19:02:34.826590964Z,32
2026-06-17T19:02:36.828106217Z,28
2026-06-17T19:02:40.880038634Z,31
2026-06-17T19:02:42.926070503Z,30
2026-06-17T19:02:44.918627374Z,27
2026-06-17T19:02:46.729834718Z,28
2026-06-17T19:02:50.724278627Z,29
2026-06-17T19:02:52.725726732Z,27
2026-06-17T19:02:56.814302605Z,28
2026-06-17T19:02:58.651239457Z,30
2026-06-17T19:03:00.65130537Z,28
2026-06-17T19:03:02.653462526Z,27
2026-06-17T19:03:04.791431571Z,26
2026-06-17T19:03:06.917290689Z,28
2026-06-17T19:03:08.812466669Z,27
2026-06-17T19:03:12.825310547Z,30
2026-06-17T19:03:14.819789938Z,29
2026-06-17T19:03:18.77890858Z,26
2026-06-17T19:03:20.727734219Z,28
2026-06-17T19:03:22.655393521Z,30
2026-06-17T19:03:24.656688143Z,34
2026-06-17T19:03:26.723094305Z,29
2026-06-17T19:03:30.726378468Z,28
2026-06-17T19:03:34.713718946Z,29
2026-06-17T19:03:36.653400498Z,31
2026-06-17T19:03:38.649599365Z,30
2026-06-17T19:03:40.650652465Z,29
2026-06-17T19:03:42.651101966Z,28
2026-06-17T19:03:44.651773796Z,27
2026-06-17T19:03:46.655443989Z,28
2026-06-17T19:03:48.652389601Z,27
2026-06-17T19:03:50.652866276Z,29
2026-06-17T19:03:52.716053701Z,28
2026-06-17T19:03:54.658975719Z,29
2026-06-17T19:03:58.280752718Z,31
2026-06-17T19:04:00.655695738Z,30
2026-06-17T19:04:06.65411764Z,29
2026-06-17T19:04:08.651802677Z,31
2026-06-17T19:04:10.649331609Z,30
2026-06-17T19:04:14.649259503Z,31
2026-06-17T19:04:16.65435741Z,28
2026-06-17T19:04:18.652681434Z,29
2026-06-17T19:04:20.652697817Z,26
2026-06-17T19:04:22.654741868Z,29
2026-06-17T19:04:24.65516095Z,31
2026-06-17T19:04:26.657406852Z,30
2026-06-17T19:04:28.656382165Z,29
2026-06-17T19:04:30.654655385Z,28
2026-06-17T19:04:32.663159833Z,30
2026-06-17T19:04:34.654862323Z,28
2026-06-17T19:04:38.726799137Z,30
2026-06-17T19:04:40.718821157Z,31
2026-06-17T19:04:42.737774936Z,28
2026-06-17T19:04:44.778340152Z,31
2026-06-17T19:04:46.718318793Z,29
2026-06-17T19:04:48.650268923Z,28
2026-06-17T19:04:50.651286613Z,29
2026-06-17T19:04:52.651480961Z,28
2026-06-17T19:04:54.658141706Z,29
2026-06-17T19:04:56.656899712Z,30
2026-06-17T19:04:58.651826611Z,31
2026-06-17T19:05:00.652612552Z,30
2026-06-17T19:05:02.65317642Z,33
2026-06-17T19:05:04.650428079Z,31
2026-06-17T19:05:06.652771501Z,30
2026-06-17T19:05:08.657297227Z,31
2026-06-17T19:05:10.656379156Z,35
2026-06-17T19:05:12.655129847Z,32
2026-06-17T19:05:14.651151442Z,34
2026-06-17T19:05:16.650929998Z,33
2026-06-17T19:05:18.653322323Z,32
2026-06-17T19:05:22.654282803Z,33
2026-06-17T19:05:24.656421593Z,34
2026-06-17T19:05:26.654006249Z,40
2026-06-17T19:05:28.659647988Z,34
2026-06-17T19:05:30.653619355Z,36
2026-06-17T19:05:32.657017604Z,37
2026-06-17T19:05:34.652845305Z,34
2026-06-17T19:05:36.653287961Z,36
2026-06-17T19:05:38.653375775Z,34
2026-06-17T19:05:44.654223637Z,36
2026-06-17T19:05:46.65193867Z,35
2026-06-17T19:05:48.652122735Z,34
2026-06-17T19:05:50.727017365Z,36
2026-06-17T19:05:52.727542462Z,35
2026-06-17T19:05:54.723221074Z,34
2026-06-17T19:05:56.724487317Z,35
2026-06-17T19:06:06.661813677Z,34
2026-06-17T19:06:08.651815037Z,35
2026-06-17T19:06:16.880204958Z,34
2026-06-17T19:06:18.896505058Z,35
2026-06-17T19:06:20.83893061Z,36
2026-06-17T19:06:22.822312439Z,38
2026-06-17T19:06:24.884378455Z,35
2026-06-17T19:06:26.73640611Z,37
2026-06-17T19:06:28.735875393Z,35
2026-06-17T19:06:30.656481168Z,36
2026-06-17T19:06:32.663735859Z,35
2026-06-17T19:06:34.652122163Z,34
2026-06-17T19:06:36.655591851Z,38
2026-06-17T19:06:38.656116929Z,34
2026-06-17T19:06:40.656583371Z,35
2026-06-17T19:06:42.653625238Z,36
2026-06-17T19:06:46.65880908Z,37
2026-06-17T19:06:48.65259299Z,36
2026-06-17T19:06:50.654891871Z,38
2026-06-17T19:06:52.651087434Z,39
2026-06-17T19:06:54.712950138Z,36
2026-06-17T19:06:56.654478773Z,37
2026-06-17T19:06:58.792537915Z,35
2026-06-17T19:07:02.653264362Z,36
2026-06-17T19:07:04.662167051Z,35
2026-06-17T19:07:06.659252866Z,37
2026-06-17T19:07:10.653203295Z,34
2026-06-17T19:07:12.650901606Z,35
2026-06-17T19:07:14.651964025Z,34
2026-06-17T19:07:16.652196505Z,35
2026-06-17T19:07:18.650822441Z,34
2026-06-17T19:07:20.656081194Z,36
2026-06-17T19:07:22.652880349Z,37
2026-06-17T19:07:24.780244614Z,38
2026-06-17T19:07:26.705525238Z,37
2026-06-17T19:07:28.713081521Z,36
2026-06-17T19:07:30.657863904Z,38
2026-06-17T19:07:32.654829532Z,36
2026-06-17T19:07:34.712935934Z,35
2026-06-17T19:07:36.709963727Z,36
2026-06-17T19:07:46.651824826Z,37
2026-06-17T19:07:48.7057358Z,38
2026-06-17T19:07:50.653960651Z,37
2026-06-17T19:07:54.705815779Z,38
2026-06-17T19:07:56.707551162Z,40
2026-06-17T19:07:58.709203609Z,38
2026-06-17T19:08:00.651451237Z,36
2026-06-17T19:08:02.651562747Z,38
2026-06-17T19:08:04.650800885Z,37
2026-06-17T19:08:06.653920979Z,40
2026-06-17T19:08:08.651902041Z,38
2026-06-17T19:08:10.651385685Z,37
2026-06-17T19:08:12.655516361Z,35
2026-06-17T19:08:14.654857039Z,39
2026-06-17T19:08:16.654221924Z,40
2026-06-17T19:08:18.653364414Z,38
2026-06-17T19:08:22.65320065Z,37
2026-06-17T19:08:26.651469568Z,40
2026-06-17T19:08:28.651560509Z,38
2026-06-17T19:08:30.651835103Z,37
2026-06-17T19:08:32.66557966Z,39
2026-06-17T19:08:34.708619784Z,40
2026-06-17T19:08:36.716418783Z,39
2026-06-17T19:08:38.657449197Z,38
2026-06-17T19:08:40.713273397Z,39
2026-06-17T19:08:44.729462864Z,40
2026-06-17T19:08:46.821750355Z,39
2026-06-17T19:08:48.810040722Z,40
2026-06-17T19:08:50.719119077Z,41
2026-06-17T19:08:52.717062809Z,39
2026-06-17T19:08:54.713169141Z,37
2026-06-17T19:08:56.718308309Z,40
2026-06-17T19:08:58.781413166Z,39
2026-06-17T19:09:00.718010516Z,38
2026-06-17T19:09:02.72529158Z,40
2026-06-17T19:09:04.656272392Z,38
2026-06-17T19:09:06.893685881Z,40
2026-06-17T19:09:08.719202566Z,38
2026-06-17T19:09:20.422740635Z,39
2026-06-17T19:09:20.805971726Z,40
2026-06-17T19:09:22.651768771Z,38
2026-06-17T19:09:26.716095132Z,41
2026-06-17T19:09:28.707191943Z,38
2026-06-17T19:09:30.654474641Z,40
2026-06-17T19:09:32.653454032Z,38
2026-06-17T19:09:34.707631974Z,39
2026-06-17T19:09:36.655998404Z,40
2026-06-17T19:09:38.653415227Z,38
2026-06-17T19:09:42.654929592Z,40
2026-06-17T19:09:44.655367732Z,38
2026-06-17T19:09:48.658323525Z,42
2026-06-17T19:09:50.652802057Z,40
2026-06-17T19:09:52.653929897Z,44
2026-06-17T19:09:54.652396213Z,38
2026-06-17T19:09:56.651337484Z,42
2026-06-17T19:09:58.656755702Z,40
2026-06-17T19:10:02.78391218Z,38
2026-06-17T19:10:04.677369301Z,40
2026-06-17T19:10:06.713202526Z,41
2026-06-17T19:10:14.656416877Z,42
2026-06-17T19:10:16.708347683Z,41
2026-06-17T19:10:24.255657015Z,38
2026-06-17T19:10:24.654207193Z,46
2026-06-17T19:10:26.654179462Z,40
2026-06-17T19:10:30.656223184Z,38
2026-06-17T19:10:32.653622426Z,40
2026-06-17T19:10:34.652923346Z,41
2026-06-17T19:10:36.651869732Z,39
2026-06-17T19:10:40.654462675Z,40
2026-06-17T19:10:42.653326718Z,42
2026-06-17T19:10:44.653263841Z,40
2026-06-17T19:10:46.659225297Z,38
2026-06-17T19:10:48.652502355Z,40
2026-06-17T19:10:50.651501252Z,39
2026-06-17T19:10:52.659780475Z,41
2026-06-17T19:10:54.651061307Z,40
2026-06-17T19:10:56.65244676Z,41
2026-06-17T19:11:00.650893184Z,42
2026-06-17T19:11:04.652433393Z,41
2026-06-17T19:11:06.651878889Z,40
2026-06-17T19:11:08.652412809Z,41
2026-06-17T19:11:10.651077052Z,42
2026-06-17T19:11:12.652102741Z,41
2026-06-17T19:11:14.652149784Z,42
2026-06-17T19:11:16.652598496Z,41
2026-06-17T19:11:18.653753945Z,42
2026-06-17T19:11:20.660750394Z,43
2026-06-17T19:11:22.661195788Z,44
2026-06-17T19:11:24.651375462Z,43
2026-06-17T19:11:26.653601093Z,42
2026-06-17T19:11:30.651480415Z,48
2026-06-17T19:11:32.658972448Z,43
2026-06-17T19:11:34.653967807Z,42
2026-06-17T19:11:38.270317422Z,41
2026-06-17T19:11:38.654078295Z,45
2026-06-17T19:11:42.261223067Z,40
2026-06-17T19:11:42.650214774Z,46
2026-06-17T19:11:44.653296799Z,43
2026-06-17T19:11:46.653787224Z,44
2026-06-17T19:11:48.653978624Z,41
2026-06-17T19:11:50.651313541Z,43
2026-06-17T19:11:52.653501296Z,41
2026-06-17T19:11:54.653560165Z,43
2026-06-17T19:11:56.654827035Z,42
2026-06-17T19:11:58.779307775Z,43
2026-06-17T19:12:00.656386067Z,42
2026-06-17T19:12:04.65682755Z,41
2026-06-17T19:12:06.654042951Z,40
2026-06-17T19:12:08.652216147Z,41
2026-06-17T19:12:10.652398564Z,43
2026-06-17T19:12:12.65251385Z,42
2026-06-17T19:12:14.659060494Z,44
2026-06-17T19:12:18.651505829Z,43
2026-06-17T19:12:21.017288155Z,41
2026-06-17T19:12:22.887776994Z,42
2026-06-17T19:12:26.994162705Z,45
2026-06-17T19:12:28.877272113Z,42
2026-06-17T19:12:31.115113031Z,45
2026-06-17T19:12:32.931441848Z,42
2026-06-17T19:12:34.740750733Z,43
2026-06-17T19:12:36.826321552Z,44
2026-06-17T19:12:38.730511833Z,42
2026-06-17T19:12:40.734490435Z,44
2026-06-17T19:12:42.725065762Z,45
2026-06-17T19:12:46.732104585Z,42
2026-06-17T19:12:48.728791865Z,44
2026-06-17T19:12:50.717190936Z,42
2026-06-17T19:12:52.787769825Z,46
2026-06-17T19:12:54.780748451Z,45
2026-06-17T19:12:58.653310764Z,46
2026-06-17T19:13:00.656639602Z,48
2026-06-17T19:13:02.654288859Z,45
2026-06-17T19:13:04.654906506Z,43
2026-06-17T19:13:06.654092959Z,46
2026-06-17T19:13:08.658046726Z,44
2026-06-17T19:13:10.658181994Z,46
2026-06-17T19:13:12.651991152Z,44
2026-06-17T19:13:14.652050308Z,45
2026-06-17T19:13:20.993986892Z,46
2026-06-17T19:13:22.79992369Z,44
2026-06-17T19:13:24.709660576Z,45
2026-06-17T19:13:28.695882409Z,44
2026-06-17T19:13:34.268533197Z,46
2026-06-17T19:13:34.657828797Z,45
2026-06-17T19:13:38.653600748Z,44
2026-06-17T19:13:40.653267557Z,45
2026-06-17T19:13:42.652683555Z,44
2026-06-17T19:13:46.65246248Z,46
2026-06-17T19:13:48.654842261Z,43
2026-06-17T19:13:50.808861998Z,45
2026-06-17T19:13:52.651977306Z,44
2026-06-17T19:13:54.808630862Z,43
2026-06-17T19:13:56.805151545Z,45
2026-06-17T19:13:58.720643698Z,44
2026-06-17T19:14:00.65532613Z,43
2026-06-17T19:14:04.658725927Z,44
2026-06-17T19:14:06.652249009Z,43
2026-06-17T19:14:14.709951886Z,42
2026-06-17T19:14:18.304147994Z,43
2026-06-17T19:14:18.711120488Z,46
2026-06-17T19:14:20.652685649Z,44
2026-06-17T19:14:22.651981658Z,47
2026-06-17T19:14:24.72528458Z,44
2026-06-17T19:14:26.788692047Z,43
2026-06-17T19:14:28.738847561Z,45
2026-06-17T19:14:34.719414308Z,43
2026-06-17T19:14:36.73227215Z,45
2026-06-17T19:14:38.65885525Z,49
2026-06-17T19:14:40.658626541Z,45
2026-06-17T19:14:42.652986034Z,44
2026-06-17T19:14:44.654001085Z,46
2026-06-17T19:14:46.654086115Z,44
2026-06-17T19:14:48.787303222Z,45
2026-06-17T19:14:54.740869454Z,46
2026-06-17T19:14:56.912521769Z,44
2026-06-17T19:14:58.824263601Z,45
2026-06-17T19:15:00.730664795Z,44
2026-06-17T19:15:04.739134247Z,46
2026-06-17T19:15:06.658497591Z,45
2026-06-17T19:15:10.654349772Z,46
2026-06-17T19:15:12.72620009Z,45
2026-06-17T19:15:14.721703352Z,46
2026-06-17T19:15:20.654153266Z,44
2026-06-17T19:15:22.653317351Z,45
2026-06-17T19:15:24.651920638Z,46
2026-06-17T19:15:26.65162219Z,48
2026-06-17T19:15:28.655853909Z,44
2026-06-17T19:15:30.653056259Z,47
2026-06-17T19:15:32.653360561Z,46
2026-06-17T19:15:34.65454388Z,44
2026-06-17T19:15:36.655351278Z,45
2026-06-17T19:15:44.651558379Z,46
2026-06-17T19:15:48.723369604Z,45
2026-06-17T19:15:50.719027721Z,47
2026-06-17T19:15:52.719058451Z,46
2026-06-17T19:15:54.716459001Z,47
2026-06-17T19:15:56.723388185Z,46
2026-06-17T19:15:58.715440939Z,45
2026-06-17T19:16:00.722652455Z,46
2026-06-17T19:16:10.651259095Z,45
2026-06-17T19:16:12.657449669Z,48
2026-06-17T19:16:14.651206261Z,44
2026-06-17T19:16:16.652604902Z,47
2026-06-17T19:16:18.65413489Z,46
2026-06-17T19:16:24.708184982Z,47
2026-06-17T19:16:26.655161171Z,46
2026-06-17T19:16:28.652797244Z,48
2026-06-17T19:16:30.65365149Z,46
2026-06-17T19:16:32.654930559Z,47
2026-06-17T19:16:44.653343542Z,51
2026-06-17T19:16:46.656381207Z,46
2026-06-17T19:16:52.652230312Z,47
2026-06-17T19:16:58.651887217Z,46
2026-06-17T19:17:04.651818837Z,45
2026-06-17T19:17:06.652014708Z,48
2026-06-17T19:17:08.651956101Z,46
2026-06-17T19:17:12.652155115Z,45
2026-06-17T19:17:14.651403269Z,47
2026-06-17T19:17:16.654127927Z,45
2026-06-17T19:17:18.653067943Z,46
2026-06-17T19:17:20.652630961Z,45
2026-06-17T19:17:22.65313211Z,47
2026-06-17T19:17:26.652485678Z,46
2026-06-17T19:17:28.651845441Z,47
2026-06-17T19:17:30.654963347Z,45
2026-06-17T19:17:34.655604297Z,47
2026-06-17T19:17:40.656261266Z,46
2026-06-17T19:17:42.711866072Z,48
2026-06-17T19:17:44.654821233Z,47
2026-06-17T19:17:48.651962112Z,45
2026-06-17T19:17:50.656981006Z,50
2026-06-17T19:17:52.653171446Z,49
2026-06-17T19:17:54.707814524Z,47
2026-06-17T19:17:56.653239202Z,49
2026-06-17T19:18:00.651340427Z,47
2026-06-17T19:18:06.651625297Z,48
2026-06-17T19:18:08.651917185Z,47
2026-06-17T19:18:10.661877791Z,46
2026-06-17T19:18:16.664957343Z,47
2026-06-17T19:18:18.656791311Z,46
2026-06-17T19:18:20.706640741Z,47
2026-06-17T19:18:22.706662224Z,46
2026-06-17T19:18:24.656614776Z,48
2026-06-17T19:18:26.70969912Z,47
2026-06-17T19:18:28.711886499Z,48
2026-06-17T19:18:30.708593395Z,46
2026-06-17T19:18:34.655797747Z,47
2026-06-17T19:18:38.652708418Z,46
2026-06-17T19:18:44.652686771Z,47
2026-06-17T19:18:46.653451449Z,46
2026-06-17T19:18:48.664273618Z,47
2026-06-17T19:18:52.65362976Z,48
2026-06-17T19:18:54.651883827Z,47
2026-06-17T19:18:56.65338361Z,46
2026-06-17T19:18:58.655472497Z,48
2026-06-17T19:19:02.679523001Z,47
2026-06-17T19:19:04.66010947Z,48
2026-06-17T19:19:06.65631396Z,47
2026-06-17T19:19:08.656907981Z,48
2026-06-17T19:19:10.726187931Z,47
2026-06-17T19:19:12.734053565Z,49
2026-06-17T19:19:14.727356038Z,48
2026-06-17T19:19:18.663416713Z,47
2026-06-17T19:19:20.656392714Z,51
2026-06-17T19:19:22.658829253Z,52
2026-06-17T19:19:24.658705234Z,54
2026-06-17T19:19:26.653039959Z,48
2026-06-17T19:19:28.704501234Z,50
2026-06-17T19:19:30.707942192Z,46
2026-06-17T19:19:32.707792843Z,48
2026-06-17T19:19:34.655480795Z,47
2026-06-17T19:19:38.657200653Z,46
2026-06-17T19:19:40.666043412Z,48
2026-06-17T19:19:48.653125583Z,49
2026-06-17T19:19:50.652948702Z,47
2026-06-17T19:19:52.655650034Z,49
2026-06-17T19:19:54.657576162Z,48
2026-06-17T19:19:58.659204277Z,47
2026-06-17T19:20:02.653443391Z,49
2026-06-17T19:20:04.657489562Z,47
2026-06-17T19:20:08.65277182Z,48
2026-06-17T19:20:10.653052891Z,47
2026-06-17T19:20:12.655087899Z,48
2026-06-17T19:20:14.652311461Z,47
2026-06-17T19:20:16.653256102Z,46
2026-06-17T19:20:18.785478291Z,47
2026-06-17T19:20:23.049627469Z,46
2026-06-17T19:20:24.992829382Z,48
2026-06-17T19:20:28.939064273Z,47
2026-06-17T19:20:33.511894663Z,46
2026-06-17T19:20:35.329164598Z,48
2026-06-17T19:20:37.312946974Z,47
2026-06-17T19:20:38.998582251Z,48
2026-06-17T19:20:40.983084335Z,46
2026-06-17T19:20:42.828730306Z,48
2026-06-17T19:20:45.028662991Z,46
2026-06-17T19:20:46.69558922Z,48
2026-06-17T19:20:49.211404256Z,44
2026-06-17T19:20:51.021216445Z,47
2026-06-17T19:20:53.040134288Z,48
2026-06-17T19:20:55.127114635Z,47
2026-06-17T19:20:57.224587176Z,49
2026-06-17T19:20:58.924818081Z,46
2026-06-17T19:21:00.702467013Z,49
2026-06-17T19:21:02.824024013Z,51
2026-06-17T19:21:04.816120836Z,46
2026-06-17T19:21:06.816354441Z,48
2026-06-17T19:21:08.728462523Z,47
2026-06-17T19:21:10.815769031Z,49
2026-06-17T19:21:12.739380626Z,48
2026-06-17T19:21:16.652228155Z,49
2026-06-17T19:21:18.655649035Z,48
2026-06-17T19:21:20.737665795Z,46
2026-06-17T19:21:22.654185464Z,48
2026-06-17T19:21:30.657094935Z,49
2026-06-17T19:21:32.657333579Z,48
2026-06-17T19:21:34.71787834Z,46
2026-06-17T19:21:36.661101355Z,48
2026-06-17T19:21:38.663148939Z,47
2026-06-17T19:21:40.716534029Z,48
2026-06-17T19:21:42.657546428Z,49
2026-06-17T19:21:44.653371765Z,47
2026-06-17T19:21:50.653439746Z,49
2026-06-17T19:21:52.653161775Z,47
2026-06-17T19:21:54.655010579Z,49
